Effect_ID,Study_ID,Authors_abbr,Authors_all,PubYear,Title,Field,Hypothesis,Survey_surveillance,Combined_survey_surveillance,Source_population,Study_design,Ecological_cross_level,Outcome_data_source,Outcome_data_source_condensed,Decade,Exposure_level,Combined_exposure_level,Sample_size,Table,Model,Nickname,Outcome,Outcome_type_factor,Exposure_labor_force_participation,Exposure_employment_unemployment,Exposure_income,Exposure_management_professional_roles,Exposure_women_owned_businesses,Exposure_education,Exposure_poverty,Exposure_representation_in_government,Exposure_voter_registration_civic_participation,Exposure_maternal_mortality,Exposure_teen_pregnancy,Exposure_other_health_outcomes,Exposure_women_legal_rights,Exposure_category_employment,Exposure_category_financial,Exposure_category_economic,Exposure_category_education,Exposure_category_political,Exposure_category_legal_rights,Exposure_category_womens_health,Exposure_combo,Exposure_PCA,Exposure_absolute_or_relative,Exposure_reliability_stats,Higher_exposure_means,Num_betas_not_fixed_effects,Num_betas_fixed_effects,Num_predictors_total,Confounders,Model_type,ES_beta,ES_exponentiated_beta,ES_partial_correlation_coefficient,ES_correlation,ES_none_reported,VAR_none_reported,VAR_CI_lower,VAR_CI_upper,VAR_z_score,VAR_p_value_range,VAR_p_value_exact,VAR_standard_error,VAR_t_test,Has_EM_with_interaction_term_not_reported_here,Include_in_regression,GI_and_victimization_was_a_main_question,Num_EMs_from_this_study,Notes
103,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 3 col 3",Political ~ Sexual assault (coercion),Sexual assault - coercion,Sexual assault,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.14,,,,,,,,0.351,,,FALSE,Yes,TRUE,GENERATE,
104,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 3 col 4",Edu. ~ Sexual assault (coercion),Sexual assault - coercion,Sexual assault,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.17,,,,,,,,0.278,,,FALSE,Yes,TRUE,GENERATE,
105,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 3 col 4",Empl. ~ Sexual assault (coercion),Sexual assault - coercion,Sexual assault,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.04,,,,,,,,0.784,,,FALSE,Yes,TRUE,GENERATE,
106,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 4 col 3",Political ~ Sexual assault,Sexual assault - unwanted contact,Sexual assault,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.43,,,,,,,,0.003,,,FALSE,Yes,TRUE,GENERATE,
107,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 4 col 4",Edu. ~ Sexual assault,Sexual assault - unwanted contact,Sexual assault,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.09,,,,,,,,0.557,,,FALSE,Yes,TRUE,GENERATE,
108,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 4 col 5",Empl. ~ Sexual assault,Sexual assault - unwanted contact,Sexual assault,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.03,,,,,,,,0.833,,,FALSE,Yes,TRUE,GENERATE,
109,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 5 col 3",Political ~ Harassment,Harassment,Harassment,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.34,,,,,,,,0.023,,,FALSE,Yes,TRUE,GENERATE,
110,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 5 col 4",Edu. ~ Harassment,Harassment,Harassment,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.11,,,,,,,,0.472,,,FALSE,Yes,TRUE,GENERATE,
111,21,Kearns et al.,"Kearns, M.C.; D'Inverno, A.S.; Reidy, D.E.",2020,The association between gender inequality and sexual violence in the U.S.,Public Health,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (NISVS),Survey,2010s,State,GENERATE,50,3,"Women, row 5 col 5",Empl. ~ Harassment,Harassment,Harassment,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,1,0,1,NONE (UNADJUSTED),Linear regression,,,0.23,,,,,,,,0.133,,,FALSE,Yes,TRUE,GENERATE,
112,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,2,4,Income ~ Rape/pop.,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,0.355,,,,,,,,,,,0.742,,FALSE,Yes,TRUE,GENERATE,
113,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,2,4,Empl. ~ Rape/pop.,Rape - all,Rape,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,0,,,,,,,,,,,0.001,,FALSE,Yes,TRUE,GENERATE,
114,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,2,4,Edu. ~ Rape/pop.,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,-0.001,,,,,,,,,,,0.002,,FALSE,Yes,TRUE,GENERATE,
115,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,2,4,Mgmt/prof. ~ Rape/pop.,Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,0.002,,,,,,,,,,,0.001,,FALSE,Yes,TRUE,GENERATE,
116,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,3,4,Income ~ Rape/female pop.,Rape - all (denominator: female population),Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,0.25,,,,,,,,,,,1.493,,FALSE,Yes,TRUE,GENERATE,
117,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,3,4,Empl. ~ Rape/female pop.,Rape - all (denominator: female population),Rape,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,0.001,,,,,,,,,,,0.002,,FALSE,Yes,TRUE,GENERATE,
118,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,3,4,Edu. ~ Rape/female pop.,Rape - all (denominator: female population),Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,-0.001,,,,,,,,,,,0.005,,FALSE,Yes,TRUE,GENERATE,
119,22,Lee et al.,"Lee, D.R.; Hilinski, C.M.; Clevenger, S.",2009,The contributions of female independence and gender equality to rape in metropolitan areas,Criminology,Considers multiple,Surveillance,GENERATE,Large MSAs (75 of the 100 largest),Cross-sectional,Ecological,FBI,FBI,2000s,MSA,GENERATE,75,3,4,Mgmt/prof. ~ Rape/female pop.,Rape - all (denominator: female population),Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,13,0,13,"Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Sex ratio, Social independence, infant mortality ratio, OTHER GENDER MEASURES",Linear regression,0.003,,,,,,,,,,,0.002,,FALSE,Yes,TRUE,GENERATE,
120,23,Martin et al.,"Martin, K.; Vieraitis, L.M.; Britto, S.",2006,Gender equality and women’s absolute status: a test of the feminist models of rape,Criminology,Considers multiple,Surveillance,GENERATE,"Cities (population > 100,000)",Cross-sectional,Ecological,FBI,FBI,2000s,City,GENERATE,228,,,,Rape - all,Rape,Relative,,Relative,Relative,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,The components explain 58% of the total variance,LESS sexism,9,0,9,"Divorce rate, Income inequality (gini), Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Unemployment rate, Urbanness/density, Percent population change 1990-2000, measure of women's absolute status",Linear regression,0.176,,,,,,,,,,,,2.529,FALSE,Yes,TRUE,GENERATE,
121,24,Okeke et al.,"Okeke, N.L.; Mumford, E.A.; Rothman, E.F.",2019,Adolescent relationship aggression perpetration and victimization in the context of neighborhood gender equality,Public Health,Amelioration,Survey,GENERATE,Adolescents - All U.S. (nationally representative survey),Cross-sectional,Cross-level,Survey (STRiV),Survey,2010s,Neighborhood,GENERATE,723,3,"Females, ARA victimization",,IPV,IPV,,,Relative,Relative,,Relative,,,,,,,,TRUE,TRUE,GENERATE,TRUE,,,,GENERATE,TRUE,Relative,Loadings >0.5,LESS sexism,7,0,7,"Individual factors (ex. age, race, marital status), Only individual factors (residential stability, age, household income, race/ethnicity)",Logistic regression,0.352,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
122,25,Pazzani,"Pazzani, L.M.",2007,The factors affecting sexual assaults committed by strangers and acquaintances,Criminology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (STRiV),Survey,1990s,State,GENERATE,51,2,1,"Edu. ~ Ecological, Rape (all)",Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,6,0,6,"Divorce rate, Social disoganization, Guns & Ammo subscriptions (hypermasculinity), NOW chapters, ERA vote",Linear regression,-0.802,,,,,,,,,,,0.77,,FALSE,Yes,TRUE,GENERATE,
123,25,Pazzani,"Pazzani, L.M.",2007,The factors affecting sexual assaults committed by strangers and acquaintances,Criminology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Ecological,Survey (STRiV),Survey,1990s,State,GENERATE,51,3,1,"Edu. ~ Ecological, Rape (acq.)",Rape - acquaintance,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,6,0,6,"Divorce rate, Social disoganization, Guns & Ammo subscriptions (hypermasculinity), NOW chapters, ERA vote",Linear regression,-1.59,,,,,,,,,,,0.85,,FALSE,Yes,TRUE,GENERATE,
124,25,Pazzani,"Pazzani, L.M.",2007,The factors affecting sexual assaults committed by strangers and acquaintances,Criminology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Cross-level,Survey (STRiV),Survey,1990s,State,GENERATE,5368,6,1,"Edu. ~ Cross-level, Rape (all)",Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,LESS sexism,10,0,10,"Individual factors (ex. age, race, marital status), Social disoganization, Individual factors (income, age, race, history of victimization) + other gender equality factors (NOW chapters, playboy subscriptions) + FEMALE REPS",Logistic regression,-0.14,,,,,,,,,,,0.41,,FALSE,Yes,TRUE,GENERATE,
125,25,Pazzani,"Pazzani, L.M.",2007,The factors affecting sexual assaults committed by strangers and acquaintances,Criminology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Cross-level,Survey (STRiV),Survey,1990s,State,GENERATE,5368,6,1,"Mgmt/prof. ~ Cross-level, Rape (all)",Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,10,0,10,"Individual factors (ex. age, race, marital status), Social disoganization, Individual factors (income, age, race, history of victimization) + other gender equality factors (NOW chapters, playboy subscriptions) + FEMALE REPS",Logistic regression,0.92,,,,,,,,,,,1,,FALSE,Yes,TRUE,GENERATE,
126,25,Pazzani,"Pazzani, L.M.",2007,The factors affecting sexual assaults committed by strangers and acquaintances,Criminology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Cross-level,Survey (STRiV),Survey,1990s,State,GENERATE,5390,7,1,"Mgmt/prof. ~ Cross-level, Rape (acq.)",Rape - acquaintance,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,10,0,10,"Individual factors (ex. age, race, marital status), Social disoganization, Individual factors (income, age, race, history of victimization) + other gender equality factors (NOW chapters, playboy subscriptions) + FEMALE REPS + Southernness",Logistic regression,1.7,,,,,,,,,,,1.03,,FALSE,Yes,TRUE,GENERATE,
127,25,Pazzani,"Pazzani, L.M.",2007,The factors affecting sexual assaults committed by strangers and acquaintances,Criminology,Amelioration,Survey,GENERATE,All U.S. (nationally representative survey),Cross-sectional,Cross-level,Survey (STRiV),Survey,1990s,State,GENERATE,5390,7,1,"Political ~ Cross-level, Rape (stranger)",Rape - stranger,Rape,,,,,,,,Relative,,,,,,,,GENERATE,,TRUE,,,GENERATE,,Relative,,LESS sexism,10,0,10,"Individual factors (ex. age, race, marital status), Social disoganization, Individual factors (income, age, race, history of victimization) + other gender equality factors (NOW chapters, playboy subscriptions) + FEMALE REPS + Southernness",Logistic regression,-4.56,,,,,,,,,,,4.44,,FALSE,Yes,TRUE,GENERATE,
128,26,Peterson & Bailey,"Peterson, R.D.; Bailey, W.C.",1992,Rape and dimensions of gender socioeconomic inequality in U.S. metropolitan areas,Criminology,Amelioration,Surveillance,GENERATE,"Cities (population > 250,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,263,1,1,Income,Rape - all,Rape,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Black-White income inequality",Linear regression,0.114,,,,,,,,,Between 0.05 and 0.01,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
129,26,Peterson & Bailey,"Peterson, R.D.; Bailey, W.C.",1992,Rape and dimensions of gender socioeconomic inequality in U.S. metropolitan areas,Criminology,Amelioration,Surveillance,GENERATE,"Cities (population > 250,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,263,1,2,Edu.,Rape - all,Rape,,,,,,Relative,,,,,,,,,,GENERATE,TRUE,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Black-White income inequality",Linear regression,0.015,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
130,26,Peterson & Bailey,"Peterson, R.D.; Bailey, W.C.",1992,Rape and dimensions of gender socioeconomic inequality in U.S. metropolitan areas,Criminology,Amelioration,Surveillance,GENERATE,"Cities (population > 250,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,263,1,3,Mgmt/prof.,Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Black-White income inequality",Linear regression,0.046,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
131,26,Peterson & Bailey,"Peterson, R.D.; Bailey, W.C.",1992,Rape and dimensions of gender socioeconomic inequality in U.S. metropolitan areas,Criminology,Amelioration,Surveillance,GENERATE,"Cities (population > 250,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,263,2,1,Mgmt/prof. (execs),Rape - all,Rape,,,,Relative,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Black-White income inequality",Linear regression,0.126,,,,,,,,,Between 0.05 and 0.01,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
132,26,Peterson & Bailey,"Peterson, R.D.; Bailey, W.C.",1992,Rape and dimensions of gender socioeconomic inequality in U.S. metropolitan areas,Criminology,Amelioration,Surveillance,GENERATE,"Cities (population > 250,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,263,2,2,Mgmt/prof. (admin),Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Black-White income inequality",Linear regression,-0.036,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
133,26,Peterson & Bailey,"Peterson, R.D.; Bailey, W.C.",1992,Rape and dimensions of gender socioeconomic inequality in U.S. metropolitan areas,Criminology,Amelioration,Surveillance,GENERATE,"Cities (population > 250,000)",Cross-sectional,Ecological,FBI,FBI,1980s,City,GENERATE,263,2,3,Mgmt/prof. (engineer),Rape - all,Rape,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,8,0,8,"Divorce rate, Income inequality (gini), Population size, Poverty rate, Percent of population belonging to certain racial/ethnic groups, Percent of population in certain age brackets, Black-White income inequality",Linear regression,-0.006,,,,,,,,,>0.05,,,,FALSE,"Maybe - impute unknown variance, double-check with provided p-value range",TRUE,GENERATE,
134,27,Powers et al.,"Powers, R.A.; Chamberlain, A.W.; Boggess, L.N.",2018,The impact of structural disadvantage on the gender-gap and sex-specific rates of nonlethal violent victimization,Criminology,Considers multiple,Surveillance,GENERATE,Los Angeles neighborhoods,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,2000s,Neighborhood,GENERATE,832,3,1,Income,Assault - any perpetrator,Assault,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,10,0,10,"Concentrated disadvantage, Female headed households, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, M-F employment difference",Multivariable structural equation model (SEM) with MLE and robust SEs,0.6039,,,,,,,,,,,0.1382,,TRUE,Yes,TRUE,GENERATE,Interaction with structural disadvantage not included here.
135,27,Powers et al.,"Powers, R.A.; Chamberlain, A.W.; Boggess, L.N.",2018,The impact of structural disadvantage on the gender-gap and sex-specific rates of nonlethal violent victimization,Criminology,Considers multiple,Surveillance,GENERATE,Los Angeles neighborhoods,Cross-sectional,Ecological,Local law enforcement,Local law enforcement,2000s,Neighborhood,GENERATE,832,3,1,Empl.,Assault - any perpetrator,Assault,,Relative,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative - Difference,,MORE sexism,10,0,10,"Concentrated disadvantage, Female headed households, Percent of population belonging to certain racial/ethnic groups, Residential stability/instability, Sex ratio, M-F employment difference",Multivariable structural equation model (SEM) with MLE and robust SEs,0.4871,,,,,,,,,,,0.1392,,TRUE,Yes,TRUE,GENERATE,Interaction with structural disadvantage not included here.
136,28,Pridemore & Freilich,"Pridemore, W.A.; Freilich, J.D.",2005,"Gender equity, traditional masculine culture, and female homicide victimization",Criminology,Backlash,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,CDC,CDC,2000s,State,GENERATE,50,1,2,All female homicide,Female homicide - all,Female homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,10,0,10,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Southernness, Unemployment rate, Urbanness/density, Fundamentalism, NRA",Linear regression,2.995,,,,,,,,,,,0.139,,TRUE,Yes,TRUE,GENERATE,Interaction with traditional masculinity/patriarchal culture not included here
137,28,Pridemore & Freilich,"Pridemore, W.A.; Freilich, J.D.",2005,"Gender equity, traditional masculine culture, and female homicide victimization",Criminology,Backlash,Surveillance,GENERATE,All U.S. (surveillance),Cross-sectional,Ecological,CDC,CDC,2000s,State,GENERATE,50,2,2,White non-hispanic female homicide,Female homicide - White non-hispanic,Female homicide,,,Relative,,,,,,,,,,,,TRUE,GENERATE,,,,,GENERATE,,Relative,,LESS sexism,10,0,10,"Concentrated disadvantage, Divorce rate, Population size, Percent of population in certain age brackets, Southernness, Unemployment rate, Urbanness/density, Fundamentalism, NRA",Linear regression,5.026,,,,,,,,,,,0.244,,TRUE,Yes,TRUE,GENERATE,Interaction with traditional masculinity/patriarchal culture not included here
138,29,Raj et al.,"Raj, A.; Johns, N.E.; Jose, R.",2020,Gender parity at work and its association with workplace sexual harassment,Public Health,Amelioration,Survey,GENERATE,All employed U.S. adults (nationally representative survey),Cross-sectional,Cross-level,Survey (Stop Street Harassment),Survey,2010s,Occupation & Industry,GENERATE,610,3,Parity in industry: male-dominated vs. parity,Male-dominated Industry,"Harassment - workplace, sexual or gender-based",Harassment,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,18,0,18,"Individual factors (ex. age, race, marital status), Southernness, Urbanness/density, Gender parity in occupation",Logistic regression,,0.73,,,,,0.43,1.24,,,,,,FALSE,Yes,TRUE,GENERATE,"Effect measure note: we excluded the female-dominated vs. parity measure, because it's not clear whether that situation indicates more or less sexism."
139,29,Raj et al.,"Raj, A.; Johns, N.E.; Jose, R.",2020,Gender parity at work and its association with workplace sexual harassment,Public Health,Amelioration,Survey,GENERATE,All employed U.S. adults (nationally representative survey),Cross-sectional,Cross-level,Survey (Stop Street Harassment),Survey,2010s,Occupation & Industry,GENERATE,610,3,Parity in occupation: male-dominated vs. parity,Male-dominated Occupation,"Harassment - workplace, sexual or gender-based",Harassment,Relative,,,,,,,,,,,,,TRUE,,GENERATE,,,,,GENERATE,,Relative,,MORE sexism,18,0,18,"Individual factors (ex. age, race, marital status), Southernness, Urbanness/density, Gender parity in INDUSTRY",Logistic regression,,1,,,,,0.62,1.63,,,,,,FALSE,Yes,TRUE,GENERATE,
